target_session,previous_tw_close_utc,current_tw_open_utc,mapping_status,n_us_calendar_sessions,n_us_sessions,us_session_dates,us_open_timestamps_utc,us_close_timestamps_utc,feature_information_end_utc,us_early_close_sessions
2012-02-06,2012-02-04 05:30:00+00:00,2012-02-06 01:00:00+00:00,EMPTY_US_WINDOW,0,0,,,,,0
2012-02-07,2012-02-06 05:30:00+00:00,2012-02-07 01:00:00+00:00,VALID,1,1,2012-02-06,2012-02-06T14:30:00+00:00,2012-02-06T21:00:00+00:00,2012-02-06 21:00:00+00:00,0
2012-02-08,2012-02-07 05:30:00+00:00,2012-02-08 01:00:00+00:00,VALID,1,1,2012-02-07,2012-02-07T14:30:00+00:00,2012-02-07T21:00:00+00:00,2012-02-07 21:00:00+00:00,0
2012-02-09,2012-02-08 05:30:00+00:00,2012-02-09 01:00:00+00:00,VALID,1,1,2012-02-08,2012-02-08T14:30:00+00:00,2012-02-08T21:00:00+00:00,2012-02-08 21:00:00+00:00,0
2012-02-10,2012-02-09 05:30:00+00:00,2012-02-10 01:00:00+00:00,VALID,1,1,2012-02-09,2012-02-09T14:30:00+00:00,2012-02-09T21:00:00+00:00,2012-02-09 21:00:00+00:00,0
2012-02-13,2012-02-10 05:30:00+00:00,2012-02-13 01:00:00+00:00,VALID,1,1,2012-02-10,2012-02-10T14:30:00+00:00,2012-02-10T21:00:00+00:00,2012-02-10 21:00:00+00:00,0
2012-02-14,2012-02-13 05:30:00+00:00,2012-02-14 01:00:00+00:00,VALID,1,1,2012-02-13,2012-02-13T14:30:00+00:00,2012-02-13T21:00:00+00:00,2012-02-13 21:00:00+00:00,0
2012-02-15,2012-02-14 05:30:00+00:00,2012-02-15 01:00:00+00:00,VALID,1,1,2012-02-14,2012-02-14T14:30:00+00:00,2012-02-14T21:00:00+00:00,2012-02-14 21:00:00+00:00,0
2012-02-16,2012-02-15 05:30:00+00:00,2012-02-16 01:00:00+00:00,VALID,1,1,2012-02-15,2012-02-15T14:30:00+00:00,2012-02-15T21:00:00+00:00,2012-02-15 21:00:00+00:00,0
2012-02-17,2012-02-16 05:30:00+00:00,2012-02-17 01:00:00+00:00,VALID,1,1,2012-02-16,2012-02-16T14:30:00+00:00,2012-02-16T21:00:00+00:00,2012-02-16 21:00:00+00:00,0
2012-02-20,2012-02-17 05:30:00+00:00,2012-02-20 01:00:00+00:00,VALID,1,1,2012-02-17,2012-02-17T14:30:00+00:00,2012-02-17T21:00:00+00:00,2012-02-17 21:00:00+00:00,0
2012-02-21,2012-02-20 05:30:00+00:00,2012-02-21 01:00:00+00:00,EMPTY_US_WINDOW,0,0,,,,,0
2012-02-22,2012-02-21 05:30:00+00:00,2012-02-22 01:00:00+00:00,VALID,1,1,2012-02-21,2012-02-21T14:30:00+00:00,2012-02-21T21:00:00+00:00,2012-02-21 21:00:00+00:00,0
2012-02-23,2012-02-22 05:30:00+00:00,2012-02-23 01:00:00+00:00,VALID,1,1,2012-02-22,2012-02-22T14:30:00+00:00,2012-02-22T21:00:00+00:00,2012-02-22 21:00:00+00:00,0
2012-02-24,2012-02-23 05:30:00+00:00,2012-02-24 01:00:00+00:00,VALID,1,1,2012-02-23,2012-02-23T14:30:00+00:00,2012-02-23T21:00:00+00:00,2012-02-23 21:00:00+00:00,0
2012-02-29,2012-02-24 05:30:00+00:00,2012-02-29 01:00:00+00:00,VALID,3,3,2012-02-24;2012-02-27;2012-02-28,2012-02-24T14:30:00+00:00;2012-02-27T14:30:00+00:00;2012-02-28T14:30:00+00:00,2012-02-24T21:00:00+00:00;2012-02-27T21:00:00+00:00;2012-02-28T21:00:00+00:00,2012-02-28 21:00:00+00:00,0
2012-03-01,2012-02-29 05:30:00+00:00,2012-03-01 01:00:00+00:00,VALID,1,1,2012-02-29,2012-02-29T14:30:00+00:00,2012-02-29T21:00:00+00:00,2012-02-29 21:00:00+00:00,0
2012-03-02,2012-03-01 05:30:00+00:00,2012-03-02 01:00:00+00:00,VALID,1,1,2012-03-01,2012-03-01T14:30:00+00:00,2012-03-01T21:00:00+00:00,2012-03-01 21:00:00+00:00,0
2012-03-03,2012-03-02 05:30:00+00:00,2012-03-03 01:00:00+00:00,VALID,1,1,2012-03-02,2012-03-02T14:30:00+00:00,2012-03-02T21:00:00+00:00,2012-03-02 21:00:00+00:00,0
2012-03-05,2012-03-03 05:30:00+00:00,2012-03-05 01:00:00+00:00,EMPTY_US_WINDOW,0,0,,,,,0
2012-03-06,2012-03-05 05:30:00+00:00,2012-03-06 01:00:00+00:00,VALID,1,1,2012-03-05,2012-03-05T14:30:00+00:00,2012-03-05T21:00:00+00:00,2012-03-05 21:00:00+00:00,0
2012-03-07,2012-03-06 05:30:00+00:00,2012-03-07 01:00:00+00:00,VALID,1,1,2012-03-06,2012-03-06T14:30:00+00:00,2012-03-06T21:00:00+00:00,2012-03-06 21:00:00+00:00,0
2012-03-08,2012-03-07 05:30:00+00:00,2012-03-08 01:00:00+00:00,VALID,1,1,2012-03-07,2012-03-07T14:30:00+00:00,2012-03-07T21:00:00+00:00,2012-03-07 21:00:00+00:00,0
2012-03-09,2012-03-08 05:30:00+00:00,2012-03-09 01:00:00+00:00,VALID,1,1,2012-03-08,2012-03-08T14:30:00+00:00,2012-03-08T21:00:00+00:00,2012-03-08 21:00:00+00:00,0
2012-03-12,2012-03-09 05:30:00+00:00,2012-03-12 01:00:00+00:00,VALID,1,1,2012-03-09,2012-03-09T14:30:00+00:00,2012-03-09T21:00:00+00:00,2012-03-09 21:00:00+00:00,0
2012-03-13,2012-03-12 05:30:00+00:00,2012-03-13 01:00:00+00:00,VALID,1,1,2012-03-12,2012-03-12T13:30:00+00:00,2012-03-12T20:00:00+00:00,2012-03-12 20:00:00+00:00,0
2012-03-14,2012-03-13 05:30:00+00:00,2012-03-14 01:00:00+00:00,VALID,1,1,2012-03-13,2012-03-13T13:30:00+00:00,2012-03-13T20:00:00+00:00,2012-03-13 20:00:00+00:00,0
2012-03-15,2012-03-14 05:30:00+00:00,2012-03-15 01:00:00+00:00,VALID,1,1,2012-03-14,2012-03-14T13:30:00+00:00,2012-03-14T20:00:00+00:00,2012-03-14 20:00:00+00:00,0
2012-03-16,2012-03-15 05:30:00+00:00,2012-03-16 01:00:00+00:00,VALID,1,1,2012-03-15,2012-03-15T13:30:00+00:00,2012-03-15T20:00:00+00:00,2012-03-15 20:00:00+00:00,0
2012-03-19,2012-03-16 05:30:00+00:00,2012-03-19 01:00:00+00:00,VALID,1,1,2012-03-16,2012-03-16T13:30:00+00:00,2012-03-16T20:00:00+00:00,2012-03-16 20:00:00+00:00,0
2012-03-20,2012-03-19 05:30:00+00:00,2012-03-20 01:00:00+00:00,VALID,1,1,2012-03-19,2012-03-19T13:30:00+00:00,2012-03-19T20:00:00+00:00,2012-03-19 20:00:00+00:00,0
2012-03-21,2012-03-20 05:30:00+00:00,2012-03-21 01:00:00+00:00,VALID,1,1,2012-03-20,2012-03-20T13:30:00+00:00,2012-03-20T20:00:00+00:00,2012-03-20 20:00:00+00:00,0
2012-03-22,2012-03-21 05:30:00+00:00,2012-03-22 01:00:00+00:00,VALID,1,1,2012-03-21,2012-03-21T13:30:00+00:00,2012-03-21T20:00:00+00:00,2012-03-21 20:00:00+00:00,0
2012-03-23,2012-03-22 05:30:00+00:00,2012-03-23 01:00:00+00:00,VALID,1,1,2012-03-22,2012-03-22T13:30:00+00:00,2012-03-22T20:00:00+00:00,2012-03-22 20:00:00+00:00,0
2012-03-26,2012-03-23 05:30:00+00:00,2012-03-26 01:00:00+00:00,VALID,1,1,2012-03-23,2012-03-23T13:30:00+00:00,2012-03-23T20:00:00+00:00,2012-03-23 20:00:00+00:00,0
2012-03-27,2012-03-26 05:30:00+00:00,2012-03-27 01:00:00+00:00,VALID,1,1,2012-03-26,2012-03-26T13:30:00+00:00,2012-03-26T20:00:00+00:00,2012-03-26 20:00:00+00:00,0
2012-03-28,2012-03-27 05:30:00+00:00,2012-03-28 01:00:00+00:00,VALID,1,1,2012-03-27,2012-03-27T13:30:00+00:00,2012-03-27T20:00:00+00:00,2012-03-27 20:00:00+00:00,0
2012-03-29,2012-03-28 05:30:00+00:00,2012-03-29 01:00:00+00:00,VALID,1,1,2012-03-28,2012-03-28T13:30:00+00:00,2012-03-28T20:00:00+00:00,2012-03-28 20:00:00+00:00,0
2012-03-30,2012-03-29 05:30:00+00:00,2012-03-30 01:00:00+00:00,VALID,1,1,2012-03-29,2012-03-29T13:30:00+00:00,2012-03-29T20:00:00+00:00,2012-03-29 20:00:00+00:00,0
2012-04-02,2012-03-30 05:30:00+00:00,2012-04-02 01:00:00+00:00,VALID,1,1,2012-03-30,2012-03-30T13:30:00+00:00,2012-03-30T20:00:00+00:00,2012-03-30 20:00:00+00:00,0
2012-04-03,2012-04-02 05:30:00+00:00,2012-04-03 01:00:00+00:00,VALID,1,1,2012-04-02,2012-04-02T13:30:00+00:00,2012-04-02T20:00:00+00:00,2012-04-02 20:00:00+00:00,0
2012-04-05,2012-04-03 05:30:00+00:00,2012-04-05 01:00:00+00:00,VALID,2,2,2012-04-03;2012-04-04,2012-04-03T13:30:00+00:00;2012-04-04T13:30:00+00:00,2012-04-03T20:00:00+00:00;2012-04-04T20:00:00+00:00,2012-04-04 20:00:00+00:00,0
2012-04-06,2012-04-05 05:30:00+00:00,2012-04-06 01:00:00+00:00,VALID,1,1,2012-04-05,2012-04-05T13:30:00+00:00,2012-04-05T20:00:00+00:00,2012-04-05 20:00:00+00:00,0
2012-04-09,2012-04-06 05:30:00+00:00,2012-04-09 01:00:00+00:00,EMPTY_US_WINDOW,0,0,,,,,0
2012-04-10,2012-04-09 05:30:00+00:00,2012-04-10 01:00:00+00:00,VALID,1,1,2012-04-09,2012-04-09T13:30:00+00:00,2012-04-09T20:00:00+00:00,2012-04-09 20:00:00+00:00,0
2012-04-11,2012-04-10 05:30:00+00:00,2012-04-11 01:00:00+00:00,VALID,1,1,2012-04-10,2012-04-10T13:30:00+00:00,2012-04-10T20:00:00+00:00,2012-04-10 20:00:00+00:00,0
2012-04-12,2012-04-11 05:30:00+00:00,2012-04-12 01:00:00+00:00,VALID,1,1,2012-04-11,2012-04-11T13:30:00+00:00,2012-04-11T20:00:00+00:00,2012-04-11 20:00:00+00:00,0
2012-04-13,2012-04-12 05:30:00+00:00,2012-04-13 01:00:00+00:00,VALID,1,1,2012-04-12,2012-04-12T13:30:00+00:00,2012-04-12T20:00:00+00:00,2012-04-12 20:00:00+00:00,0
2012-04-16,2012-04-13 05:30:00+00:00,2012-04-16 01:00:00+00:00,VALID,1,1,2012-04-13,2012-04-13T13:30:00+00:00,2012-04-13T20:00:00+00:00,2012-04-13 20:00:00+00:00,0
2012-04-17,2012-04-16 05:30:00+00:00,2012-04-17 01:00:00+00:00,VALID,1,1,2012-04-16,2012-04-16T13:30:00+00:00,2012-04-16T20:00:00+00:00,2012-04-16 20:00:00+00:00,0
2012-04-18,2012-04-17 05:30:00+00:00,2012-04-18 01:00:00+00:00,VALID,1,1,2012-04-17,2012-04-17T13:30:00+00:00,2012-04-17T20:00:00+00:00,2012-04-17 20:00:00+00:00,0
2012-04-19,2012-04-18 05:30:00+00:00,2012-04-19 01:00:00+00:00,VALID,1,1,2012-04-18,2012-04-18T13:30:00+00:00,2012-04-18T20:00:00+00:00,2012-04-18 20:00:00+00:00,0
2012-04-20,2012-04-19 05:30:00+00:00,2012-04-20 01:00:00+00:00,VALID,1,1,2012-04-19,2012-04-19T13:30:00+00:00,2012-04-19T20:00:00+00:00,2012-04-19 20:00:00+00:00,0
2012-04-23,2012-04-20 05:30:00+00:00,2012-04-23 01:00:00+00:00,VALID,1,1,2012-04-20,2012-04-20T13:30:00+00:00,2012-04-20T20:00:00+00:00,2012-04-20 20:00:00+00:00,0
2012-04-24,2012-04-23 05:30:00+00:00,2012-04-24 01:00:00+00:00,VALID,1,1,2012-04-23,2012-04-23T13:30:00+00:00,2012-04-23T20:00:00+00:00,2012-04-23 20:00:00+00:00,0
2012-04-25,2012-04-24 05:30:00+00:00,2012-04-25 01:00:00+00:00,VALID,1,1,2012-04-24,2012-04-24T13:30:00+00:00,2012-04-24T20:00:00+00:00,2012-04-24 20:00:00+00:00,0
2012-04-26,2012-04-25 05:30:00+00:00,2012-04-26 01:00:00+00:00,VALID,1,1,2012-04-25,2012-04-25T13:30:00+00:00,2012-04-25T20:00:00+00:00,2012-04-25 20:00:00+00:00,0
2012-04-27,2012-04-26 05:30:00+00:00,2012-04-27 01:00:00+00:00,VALID,1,1,2012-04-26,2012-04-26T13:30:00+00:00,2012-04-26T20:00:00+00:00,2012-04-26 20:00:00+00:00,0
2012-04-30,2012-04-27 05:30:00+00:00,2012-04-30 01:00:00+00:00,VALID,1,1,2012-04-27,2012-04-27T13:30:00+00:00,2012-04-27T20:00:00+00:00,2012-04-27 20:00:00+00:00,0
2012-05-02,2012-04-30 05:30:00+00:00,2012-05-02 01:00:00+00:00,VALID,2,2,2012-04-30;2012-05-01,2012-04-30T13:30:00+00:00;2012-05-01T13:30:00+00:00,2012-04-30T20:00:00+00:00;2012-05-01T20:00:00+00:00,2012-05-01 20:00:00+00:00,0
2012-05-03,2012-05-02 05:30:00+00:00,2012-05-03 01:00:00+00:00,VALID,1,1,2012-05-02,2012-05-02T13:30:00+00:00,2012-05-02T20:00:00+00:00,2012-05-02 20:00:00+00:00,0
2012-05-04,2012-05-03 05:30:00+00:00,2012-05-04 01:00:00+00:00,VALID,1,1,2012-05-03,2012-05-03T13:30:00+00:00,2012-05-03T20:00:00+00:00,2012-05-03 20:00:00+00:00,0
2012-05-07,2012-05-04 05:30:00+00:00,2012-05-07 01:00:00+00:00,VALID,1,1,2012-05-04,2012-05-04T13:30:00+00:00,2012-05-04T20:00:00+00:00,2012-05-04 20:00:00+00:00,0
2012-05-08,2012-05-07 05:30:00+00:00,2012-05-08 01:00:00+00:00,VALID,1,1,2012-05-07,2012-05-07T13:30:00+00:00,2012-05-07T20:00:00+00:00,2012-05-07 20:00:00+00:00,0
2012-05-09,2012-05-08 05:30:00+00:00,2012-05-09 01:00:00+00:00,VALID,1,1,2012-05-08,2012-05-08T13:30:00+00:00,2012-05-08T20:00:00+00:00,2012-05-08 20:00:00+00:00,0
2012-05-10,2012-05-09 05:30:00+00:00,2012-05-10 01:00:00+00:00,VALID,1,1,2012-05-09,2012-05-09T13:30:00+00:00,2012-05-09T20:00:00+00:00,2012-05-09 20:00:00+00:00,0
2012-05-11,2012-05-10 05:30:00+00:00,2012-05-11 01:00:00+00:00,VALID,1,1,2012-05-10,2012-05-10T13:30:00+00:00,2012-05-10T20:00:00+00:00,2012-05-10 20:00:00+00:00,0
2012-05-14,2012-05-11 05:30:00+00:00,2012-05-14 01:00:00+00:00,VALID,1,1,2012-05-11,2012-05-11T13:30:00+00:00,2012-05-11T20:00:00+00:00,2012-05-11 20:00:00+00:00,0
2012-05-15,2012-05-14 05:30:00+00:00,2012-05-15 01:00:00+00:00,VALID,1,1,2012-05-14,2012-05-14T13:30:00+00:00,2012-05-14T20:00:00+00:00,2012-05-14 20:00:00+00:00,0
2012-05-16,2012-05-15 05:30:00+00:00,2012-05-16 01:00:00+00:00,VALID,1,1,2012-05-15,2012-05-15T13:30:00+00:00,2012-05-15T20:00:00+00:00,2012-05-15 20:00:00+00:00,0
2012-05-17,2012-05-16 05:30:00+00:00,2012-05-17 01:00:00+00:00,VALID,1,1,2012-05-16,2012-05-16T13:30:00+00:00,2012-05-16T20:00:00+00:00,2012-05-16 20:00:00+00:00,0
2012-05-18,2012-05-17 05:30:00+00:00,2012-05-18 01:00:00+00:00,VALID,1,1,2012-05-17,2012-05-17T13:30:00+00:00,2012-05-17T20:00:00+00:00,2012-05-17 20:00:00+00:00,0
2012-05-21,2012-05-18 05:30:00+00:00,2012-05-21 01:00:00+00:00,VALID,1,1,2012-05-18,2012-05-18T13:30:00+00:00,2012-05-18T20:00:00+00:00,2012-05-18 20:00:00+00:00,0
2012-05-22,2012-05-21 05:30:00+00:00,2012-05-22 01:00:00+00:00,VALID,1,1,2012-05-21,2012-05-21T13:30:00+00:00,2012-05-21T20:00:00+00:00,2012-05-21 20:00:00+00:00,0
2012-05-23,2012-05-22 05:30:00+00:00,2012-05-23 01:00:00+00:00,VALID,1,1,2012-05-22,2012-05-22T13:30:00+00:00,2012-05-22T20:00:00+00:00,2012-05-22 20:00:00+00:00,0
2012-05-24,2012-05-23 05:30:00+00:00,2012-05-24 01:00:00+00:00,VALID,1,1,2012-05-23,2012-05-23T13:30:00+00:00,2012-05-23T20:00:00+00:00,2012-05-23 20:00:00+00:00,0
2012-05-25,2012-05-24 05:30:00+00:00,2012-05-25 01:00:00+00:00,VALID,1,1,2012-05-24,2012-05-24T13:30:00+00:00,2012-05-24T20:00:00+00:00,2012-05-24 20:00:00+00:00,0
2012-05-28,2012-05-25 05:30:00+00:00,2012-05-28 01:00:00+00:00,VALID,1,1,2012-05-25,2012-05-25T13:30:00+00:00,2012-05-25T20:00:00+00:00,2012-05-25 20:00:00+00:00,0
2012-05-29,2012-05-28 05:30:00+00:00,2012-05-29 01:00:00+00:00,EMPTY_US_WINDOW,0,0,,,,,0
