feature_month,target_month,feature_timestamp,execution_timestamp,laf,rv,tail_loss,state_prior_month_count,laf_prior_q80,laf_state,primary_complete_case
2006-08,2006-09,2006-08-31 20:00:00+00:00,2006-09-01 13:30:00+00:00,,,0.013743359077045629,0,,,False
2006-09,2006-10,,,,,0.00668701916351467,0,,,False
2006-10,2006-11,2006-10-31 21:00:00+00:00,2006-11-01 14:30:00+00:00,,,0.018989989702030086,0,,,False
2006-11,2006-12,2006-11-30 21:00:00+00:00,2006-12-01 14:30:00+00:00,,,0.011162889143806544,0,,,False
2006-12,2007-01,,,,,0.01415949310249172,0,,,False
2007-01,2007-02,,,,,0.036380243771465905,0,,,False
2007-02,2007-03,,,,,0.018762558909078658,0,,,False
2007-03,2007-04,2007-03-30 20:00:00+00:00,2007-04-02 13:30:00+00:00,,,0.004794875467931413,0,,,False
2007-04,2007-05,,,,,0.005066038118963035,0,,,False
2007-05,2007-06,2007-05-31 20:00:00+00:00,2007-06-01 13:30:00+00:00,,,0.03425477365599297,0,,,False
2007-06,2007-07,2007-06-29 20:00:00+00:00,2007-07-02 13:30:00+00:00,,,0.03940854328080083,0,,,False
2007-07,2007-08,2007-07-31 20:00:00+00:00,2007-08-01 13:30:00+00:00,,,0.05799342191970949,0,,,False
2007-08,2007-09,2007-08-31 20:00:00+00:00,2007-09-04 13:30:00+00:00,,,0.02138677253938466,0,,,False
2007-09,2007-10,,,,,0.026158840686049088,0,,,False
2007-10,2007-11,2007-10-31 20:00:00+00:00,2007-11-01 13:30:00+00:00,,,0.08598600981595263,0,,,False
2007-11,2007-12,2007-11-30 21:00:00+00:00,2007-12-03 14:30:00+00:00,,,0.028958850853237125,0,,,False
2007-12,2008-01,,,,,0.15094870694635987,0,,,False
2008-01,2008-02,2008-01-31 21:00:00+00:00,2008-02-01 14:30:00+00:00,,,0.046064393046264515,0,,,False
2008-02,2008-03,,,,,0.05456385438850893,0,,,False
2008-03,2008-04,,,,,0.009626222000770132,0,,,False
2008-04,2008-05,2008-04-30 20:00:00+00:00,2008-05-01 13:30:00+00:00,,,0.006234371022684097,0,,,False
2008-05,2008-06,2008-05-30 20:00:00+00:00,2008-06-02 13:30:00+00:00,,,0.09093615553590721,0,,,False
2008-06,2008-07,2008-06-30 20:00:00+00:00,2008-07-01 13:30:00+00:00,,,0.052742494497400746,0,,,False
2008-07,2008-08,2008-07-31 20:00:00+00:00,2008-08-01 13:30:00+00:00,,,0.018739940753955495,0,,,False
2008-08,2008-09,2008-08-29 20:00:00+00:00,2008-09-02 13:30:00+00:00,,,0.15670645850917544,0,,,False
2008-09,2008-10,2008-09-30 20:00:00+00:00,2008-10-01 13:30:00+00:00,,,0.32147276117803303,0,,,False
2008-10,2008-11,2008-10-31 20:00:00+00:00,2008-11-03 14:30:00+00:00,,,0.2637910154956117,0,,,False
2008-11,2008-12,,,,,0.06674261843871358,0,,,False
2008-12,2009-01,2008-12-31 21:00:00+00:00,2009-01-02 14:30:00+00:00,,,0.12203585571343534,0,,,False
2009-01,2009-02,,,,,0.09996769565548974,0,,,False
2009-02,2009-03,,,,,0.07767827634512758,0,,,False
2009-03,2009-04,2009-03-31 20:00:00+00:00,2009-04-01 13:30:00+00:00,,,0.002550007087057588,0,,,False
2009-04,2009-05,2009-04-30 20:00:00+00:00,2009-05-01 13:30:00+00:00,,,0.008268320021504433,0,,,False
2009-05,2009-06,,,,,0.047195373971194554,0,,,False
2009-06,2009-07,2009-06-30 20:00:00+00:00,2009-07-01 13:30:00+00:00,,,0.05956916107227368,0,,,False
2009-07,2009-08,2009-07-31 20:00:00+00:00,2009-08-03 13:30:00+00:00,,,0.017579472733686926,0,,,False
2009-08,2009-09,2009-08-31 20:00:00+00:00,2009-09-01 13:30:00+00:00,,,0.023621373060056197,0,,,False
2009-09,2009-10,2009-09-30 20:00:00+00:00,2009-10-01 13:30:00+00:00,,,0.009853819153978047,0,,,False
2009-10,2009-11,2009-10-30 20:00:00+00:00,2009-11-02 14:30:00+00:00,,,0.010134688617734944,0,,,False
2009-11,2009-12,,,,,0.017277701190920914,0,,,False
2009-12,2010-01,2009-12-31 21:00:00+00:00,2010-01-04 14:30:00+00:00,,,0.04691400583361312,0,,,False
2010-01,2010-02,,,,,0.03356702502606455,0,,,False
2010-02,2010-03,,,,,0.0002698095978556224,0,,,False
2010-03,2010-04,2010-03-31 20:00:00+00:00,2010-04-01 13:30:00+00:00,,,0.0059600395506406,0,,,False
2010-04,2010-05,2010-04-30 20:00:00+00:00,2010-05-03 13:30:00+00:00,,,0.13427375110276013,0,,,False
2010-05,2010-06,,,,,0.04705749151729936,0,,,False
2010-06,2010-07,2010-06-30 20:00:00+00:00,2010-07-01 13:30:00+00:00,,,0.01977746355492196,0,,,False
2010-07,2010-08,2010-07-30 20:00:00+00:00,2010-08-02 13:30:00+00:00,,,0.07123403473650454,0,,,False
2010-08,2010-09,2010-08-31 20:00:00+00:00,2010-09-01 13:30:00+00:00,,,0.0006560728715736552,0,,,False
2010-09,2010-10,2010-09-30 20:00:00+00:00,2010-10-01 13:30:00+00:00,,,0.015865638505809347,0,,,False
2010-10,2010-11,2010-10-29 20:00:00+00:00,2010-11-01 13:30:00+00:00,,,0.01250723414772133,0,,,False
2010-11,2010-12,2010-11-30 21:00:00+00:00,2010-12-01 14:30:00+00:00,,,8.31524345195139e-05,0,,,False
2010-12,2011-01,2010-12-31 21:00:00+00:00,2011-01-03 14:30:00+00:00,,,0.008002912267344928,0,,,False
2011-01,2011-02,,,,,0.000618156621989771,0,,,False
2011-02,2011-03,,,,,0.06407470309750664,0,,,False
2011-03,2011-04,2011-03-31 20:00:00+00:00,2011-04-01 13:30:00+00:00,,,0.029669402788242497,0,,,False
2011-04,2011-05,,,,,0.042397612223722604,0,,,False
2011-05,2011-06,2011-05-31 20:00:00+00:00,2011-06-01 13:30:00+00:00,,,0.06281994110331166,0,,,False
2011-06,2011-07,2011-06-30 20:00:00+00:00,2011-07-01 13:30:00+00:00,,,0.03168813912392596,0,,,False
2011-07,2011-08,,,,,0.1710433365702862,0,,,False
2011-08,2011-09,2011-08-31 20:00:00+00:00,2011-09-01 13:30:00+00:00,,,0.08900622694009212,0,,,False
2011-09,2011-10,2011-09-30 20:00:00+00:00,2011-10-03 13:30:00+00:00,,,0.04602469576412577,0,,,False
2011-10,2011-11,2011-10-31 20:00:00+00:00,2011-11-01 13:30:00+00:00,,,0.048953343411738494,0,,,False
2011-11,2011-12,2011-11-30 21:00:00+00:00,2011-12-01 14:30:00+00:00,0.310909223513761,0.0862528868714882,0.033049159894827616,0,,,True
2011-12,2012-01,2011-12-30 21:00:00+00:00,2012-01-03 14:30:00+00:00,-0.030486137419192566,0.053014089571053476,0.010465005207084982,1,,,True
2012-01,2012-02,,,,,0.0012101083424220828,2,,,False
2012-02,2012-03,,,,,0.021717826256599487,2,,,False
2012-03,2012-04,2012-03-30 20:00:00+00:00,2012-04-02 13:30:00+00:00,-0.3935110086109264,0.033131360443689924,0.03531504139938816,2,,,True
2012-04,2012-05,,,,,0.07607419222914538,3,,,False
2012-05,2012-06,2012-05-31 20:00:00+00:00,2012-06-01 13:30:00+00:00,-0.46577713206314475,0.03922544778009471,0.017696510418734716,3,,,True
2012-06,2012-07,2012-06-29 20:00:00+00:00,2012-07-02 13:30:00+00:00,0.12990329159787442,0.058890867894021474,0.028840344248259462,4,,,True
2012-07,2012-08,2012-07-31 20:00:00+00:00,2012-08-01 13:30:00+00:00,,,0.022751302365920906,5,,,False
2012-08,2012-09,2012-08-31 20:00:00+00:00,2012-09-04 13:30:00+00:00,,,0.006472892460036621,5,,,False
2012-09,2012-10,,,,,0.02899356875265366,5,,,False
2012-10,2012-11,2012-10-31 20:00:00+00:00,2012-11-01 13:30:00+00:00,,,0.050309256340649124,5,,,False
2012-11,2012-12,2012-11-30 21:00:00+00:00,2012-12-03 14:30:00+00:00,,,0.01716332447070798,5,,,False
2012-12,2013-01,,,,,0.0026221715798355845,5,,,False
2013-01,2013-02,2013-01-31 21:00:00+00:00,2013-02-01 14:30:00+00:00,,,0.012827296147961553,5,,,False
2013-02,2013-03,,,,,0.00451073849918141,5,,,False
2013-03,2013-04,,,,,0.019603955341892763,5,,,False
2013-04,2013-05,2013-04-30 20:00:00+00:00,2013-05-01 13:30:00+00:00,,,0.0077497517737953,5,,,False
2013-05,2013-06,2013-05-31 20:00:00+00:00,2013-06-03 13:30:00+00:00,,,0.04542798680066033,5,,,False
2013-06,2013-07,,,,,0.0064694254532635005,5,,,False
2013-07,2013-08,2013-07-31 20:00:00+00:00,2013-08-01 13:30:00+00:00,,,0.041682127900050464,5,,,False
2013-08,2013-09,2013-08-30 20:00:00+00:00,2013-09-03 13:30:00+00:00,,,0.00930295107053255,5,,,False
2013-09,2013-10,,,,,0.021703983506466167,5,,,False
2013-10,2013-11,2013-10-31 20:00:00+00:00,2013-11-01 13:30:00+00:00,,,0.007184211497834354,5,,,False
2013-11,2013-12,,,,,0.02103784978342738,5,,,False
2013-12,2014-01,2013-12-31 21:00:00+00:00,2014-01-02 14:30:00+00:00,,,0.039355492127668174,5,,,False
2014-01,2014-02,2014-01-31 21:00:00+00:00,2014-02-03 14:30:00+00:00,,,0.024227300676134742,5,,,False
2014-02,2014-03,,,,,0.0048859701511136545,5,,,False
2014-03,2014-04,2014-03-31 20:00:00+00:00,2014-04-01 13:30:00+00:00,,,0.03421012043191453,5,,,False
2014-04,2014-05,2014-04-30 20:00:00+00:00,2014-05-01 13:30:00+00:00,,,0.011811437737841076,5,,,False
2014-05,2014-06,2014-05-30 20:00:00+00:00,2014-06-02 13:30:00+00:00,,,0.005091955989012681,5,,,False
2014-06,2014-07,2014-06-30 20:00:00+00:00,2014-07-01 13:30:00+00:00,,,0.016599808118193643,5,,,False
2014-07,2014-08,2014-07-31 20:00:00+00:00,2014-08-01 13:30:00+00:00,,,0.010492999065614884,5,,,False
2014-08,2014-09,2014-08-29 20:00:00+00:00,2014-09-02 13:30:00+00:00,-0.1443896673153367,0.02335176443138132,0.02012229714710072,5,,,True
2014-09,2014-10,2014-09-30 20:00:00+00:00,2014-10-01 13:30:00+00:00,-0.21832592822911268,0.0264346913473405,0.0781122605537425,6,,,True
2014-10,2014-11,2014-10-31 20:00:00+00:00,2014-11-03 14:30:00+00:00,0.05477936002238469,0.05180946063545639,0.009254320190449498,7,,,True
2014-11,2014-12,,,,,0.04225622979486046,8,,,False
2014-12,2015-01,2014-12-31 21:00:00+00:00,2015-01-02 14:30:00+00:00,,,0.038678185507483316,8,,,False
2015-01,2015-02,,,,,0.011007637578377914,8,,,False
2015-02,2015-03,,,,,0.03073638582024201,8,,,False
2015-03,2015-04,2015-03-31 20:00:00+00:00,2015-04-01 13:30:00+00:00,,,0.009150732681332487,8,,,False
2015-04,2015-05,2015-04-30 20:00:00+00:00,2015-05-01 13:30:00+00:00,,,0.012687239421953711,8,,,False
2015-05,2015-06,,,,,0.02707595231342017,8,,,False
2015-06,2015-07,2015-06-30 20:00:00+00:00,2015-07-01 13:30:00+00:00,,,0.017579885535665328,8,,,False
2015-07,2015-08,2015-07-31 20:00:00+00:00,2015-08-03 13:30:00+00:00,,,0.14309316400791408,8,,,False
2015-08,2015-09,2015-08-31 20:00:00+00:00,2015-09-01 13:30:00+00:00,,,0.027392519483131064,8,,,False
2015-09,2015-10,2015-09-30 20:00:00+00:00,2015-10-01 13:30:00+00:00,,,0.015530157681951479,8,,,False
2015-10,2015-11,2015-10-30 20:00:00+00:00,2015-11-02 14:30:00+00:00,,,0.0299173280119078,8,,,False
2015-11,2015-12,,,,,0.04637026019449994,8,,,False
2015-12,2016-01,2015-12-31 21:00:00+00:00,2016-01-04 14:30:00+00:00,,,0.10215711473058431,8,,,False
2016-01,2016-02,,,,,0.06125783493986148,8,,,False
2016-02,2016-03,,,,,0.002875766224071349,8,,,False
2016-03,2016-04,2016-03-31 20:00:00+00:00,2016-04-01 13:30:00+00:00,,,0.006184863712250015,8,,,False
2016-04,2016-05,2016-04-29 20:00:00+00:00,2016-05-02 13:30:00+00:00,,,0.02021080819639699,8,,,False
2016-05,2016-06,2016-05-31 20:00:00+00:00,2016-06-01 13:30:00+00:00,,,0.04617709952500811,8,,,False
2016-06,2016-07,2016-06-30 20:00:00+00:00,2016-07-01 13:30:00+00:00,,,0.011619479757418566,8,,,False
2016-07,2016-08,,,,,0.013629009994313152,8,,,False
2016-08,2016-09,2016-08-31 20:00:00+00:00,2016-09-01 13:30:00+00:00,,,0.02355350363661123,8,,,False
2016-09,2016-10,2016-09-30 20:00:00+00:00,2016-10-03 13:30:00+00:00,,,0.02159182606327515,8,,,False
2016-10,2016-11,2016-10-31 20:00:00+00:00,2016-11-01 13:30:00+00:00,,,0.021600137409715073,8,,,False
2016-11,2016-12,2016-11-30 21:00:00+00:00,2016-12-01 14:30:00+00:00,,,0.0071838167831108695,8,,,False
